Electricity_kWh,Generator_Diesel_L,Water_Consumption_kL,Waste_Generated_kg,College_Bus_Distance_km,Sewage_Generated_kL,Temperature_C,Holiday,Scope1_Emissions,Scope2_Emissions,Scope3_Emissions,Total_Emissions
28960.5,96.06,1146.22,721.62,185.69,1087.23,25.9,No,410.08,20611.19,1371.08,22392.35
27538.3,98.54,1129.74,720.1,181.03,1088.45,32.3,No,412.9,19599.01,1368.19,21380.1
27540.5,88.42,1307.26,595.29,191.14,1184.27,26.3,No,394.09000000000003,19600.57,1131.05,21125.71
20847.42,65.01,825.12,443.72,117.92,778.11,33.0,Yes,271.15999999999997,14837.11,843.07,15951.34
29043.84,96.3,1225.95,655.75,165.17,1112.62,21.0,No,393.85,20670.5,1245.92,22310.27
29152.89,99.45,1283.42,700.3,170.6,1115.3,18.3,No,406.76,20748.11,1330.57,22485.44
29107.77,89.07,1186.34,675.37,178.08,1091.27,36.3,No,385.09000000000003,20716.0,1283.2,22384.29
27263.07,90.37,1154.06,673.27,184.14,1137.47,30.2,No,393.55,19403.13,1279.21,21075.89
28290.72,95.51,1295.4,602.2,183.18,1073.44,29.5,No,406.53999999999996,20134.51,1144.18,21685.23
27372.07,97.11,1247.88,675.22,178.45,1183.3,29.6,No,406.94,19480.7,1282.92,21170.56
20254.24,70.87,922.3,421.4,117.58,726.88,30.8,Yes,286.58000000000004,14414.94,800.66,15502.18
28959.4,94.52,1093.97,680.34,187.22,1029.67,36.2,No,407.2,20610.4,1292.65,22310.25
27313.56,87.54,1222.73,682.37,193.84,1172.78,39.7,No,393.95000000000005,19439.06,1296.5,21129.51
27450.76,98.71,1282.56,618.27,177.73,1095.13,28.9,No,410.63,19536.71,1174.71,21122.05
28120.43,90.78,1197.93,663.41,181.13,1070.67,38.5,No,392.17999999999995,20013.31,1260.48,21665.97
28871.27,102.28,1148.34,671.4,162.7,1112.36,27.0,No,407.85,20547.68,1275.66,22231.19
29379.39,93.76,1237.7,631.96,175.5,1020.4,24.4,No,395.53999999999996,20909.31,1200.72,22505.57
19720.14,66.61,944.26,446.68,133.0,723.16,30.6,Yes,287.84,14034.82,848.69,15171.35
28537.89,94.51,1165.34,677.62,185.16,1078.58,21.8,No,405.49,20310.42,1287.48,22003.39
27476.36,99.81,1208.34,639.14,162.55,1174.62,39.4,No,401.11,19554.93,1214.37,21170.41
27355.3,92.12,1234.84,726.77,166.99,1079.03,28.3,No,384.15,19468.77,1380.86,21233.78
28219.32,94.28,1276.21,716.3,167.58,1116.74,30.4,No,390.41999999999996,20083.69,1360.97,21835.08
27248.69,93.5,1179.53,606.49,176.93,1040.14,25.5,No,396.02,19392.89,1152.33,20941.24
29390.04,91.5,1157.56,653.7,169.27,1048.99,18.1,No,384.36,20916.89,1242.03,22543.28
20635.42,71.59,938.75,441.91,137.04,719.93,39.8,Yes,304.51,14686.23,839.63,15830.37
28793.53,100.26,1147.22,649.66,193.07,1124.17,33.2,No,427.4,20492.36,1234.35,22154.11
27670.21,96.1,1298.98,604.59,187.2,1035.16,21.6,No,411.43,19692.89,1148.72,21253.04
27203.96,101.23,1130.4,635.78,170.31,1085.37,33.7,No,411.29,19361.06,1207.98,20980.33
27398.78,94.31,1213.78,641.27,174.04,1099.5,20.4,No,395.81,19499.71,1218.41,21113.93
28273.56,98.67,1269.51,685.95,174.07,1032.47,35.6,No,407.53,20122.29,1303.31,21833.13
29031.24,88.45,1159.73,689.61,193.87,1084.74,30.5,No,396.41,20661.53,1310.26,22368.2
20782.8,71.86,908.77,495.33,137.74,733.54,32.0,Yes,305.8,14791.12,941.13,16038.05
28006.62,93.82,1268.74,625.76,172.78,1172.93,31.1,No,393.47,19932.31,1188.94,21514.72
27736.35,95.71,1133.52,625.53,178.48,1116.61,18.3,No,403.21000000000004,19739.96,1188.51,21331.68
27789.45,90.81,1214.41,725.77,162.39,1042.77,20.1,No,376.85,19777.75,1378.96,21533.56
27277.51,92.54,1084.61,701.14,177.23,1114.54,30.6,No,393.69,19413.4,1332.17,21139.26
29175.14,89.93,1170.2,662.19,166.15,1063.73,35.9,No,377.59000000000003,20763.95,1258.16,22399.7
28897.89,101.2,1311.63,689.0,176.91,1092.87,25.1,No,416.64,20566.63,1309.1,22292.37
19621.09,63.31,838.32,469.03,136.31,823.06,19.2,Yes,281.71999999999997,13964.33,891.16,15137.21
27780.44,97.57,1318.98,718.13,182.48,1061.08,39.9,No,411.49,19771.34,1364.45,21547.28
28910.83,87.7,1216.32,602.78,189.89,1150.1,21.8,No,391.13,20575.84,1145.28,22112.25
27386.92,97.58,1234.4,713.75,168.64,1031.24,21.5,No,400.13,19491.27,1356.12,21247.52
28925.97,98.33,1080.14,592.02,176.53,1181.25,31.0,No,408.63,20586.61,1124.84,22120.08
28321.76,97.59,1150.76,715.32,181.06,1125.33,21.7,No,410.37,20156.6,1359.11,21926.08
28752.31,91.23,1116.58,710.68,166.95,1093.54,31.2,No,381.73,20463.02,1350.29,22195.04
20755.54,66.77,854.41,455.65,129.24,768.46,23.3,Yes,285.18,14771.72,865.73,15922.63
28699.67,101.36,1221.43,598.27,183.87,1070.37,34.9,No,422.78,20425.56,1136.71,21985.05
28909.41,90.29,1270.11,656.6,178.3,1068.19,27.9,No,388.53999999999996,20574.83,1247.54,22210.91
29066.63,101.11,1285.05,664.11,192.77,1105.36,22.4,No,429.43000000000006,20686.72,1261.81,22377.96
28952.71,88.29,1116.46,595.99,170.53,1166.16,38.7,No,376.8,20605.64,1132.38,22114.82
28559.29,98.82,1131.62,653.9,164.88,1004.54,20.3,No,400.37,20325.65,1242.41,21968.43
27976.56,101.84,1246.53,687.22,173.91,1071.12,37.7,No,415.88,19910.92,1305.72,21632.52
20278.59,69.5,932.11,476.52,129.39,751.25,37.9,Yes,292.62,14432.27,905.39,15630.28
27226.2,100.39,1101.58,634.64,173.42,997.95,24.9,No,411.6,19376.89,1205.82,20994.31
29416.62,93.61,1316.13,655.35,184.2,1037.0,19.3,No,402.28,20935.81,1245.16,22583.25
27884.34,94.55,1269.55,663.87,166.67,1117.66,25.3,No,390.39,19845.28,1261.35,21497.02
29060.5,98.73,1098.42,672.12,182.8,1083.76,22.2,No,414.86,20682.36,1277.03,22374.25
28582.25,91.45,1192.35,718.64,174.4,1187.67,36.3,No,388.45000000000005,20341.99,1365.42,22095.86
27738.63,92.8,1109.33,655.63,181.79,1032.89,21.0,No,398.13,19741.58,1245.7,21385.41
20269.25,70.24,808.4,520.22,129.89,760.07,19.7,Yes,295.01,14425.63,988.42,15709.06
28390.35,102.17,1104.13,634.68,193.44,1169.6,26.2,No,432.83,20205.41,1205.89,21844.13
29135.3,99.24,1286.89,657.94,175.61,1175.49,26.2,No,410.30999999999995,20735.59,1250.09,22395.99
29185.86,92.26,1137.31,727.53,184.66,1111.72,28.6,No,399.04999999999995,20771.58,1382.31,22552.94
28834.31,95.6,1249.01,688.9,190.84,1054.33,33.7,No,413.08,20521.38,1308.91,22243.37
28014.08,91.87,1114.29,618.24,165.0,1164.44,37.0,No,381.84000000000003,19937.62,1174.66,21494.12
29349.84,100.6,1120.58,695.51,169.22,1156.36,31.2,No,408.71000000000004,20888.28,1321.47,22618.46
20349.28,64.79,781.65,489.96,122.41,766.11,36.3,Yes,274.26,14482.58,930.92,15687.76
28320.7,92.99,1261.87,699.03,191.89,1153.28,37.1,No,406.94,20155.84,1328.16,21890.94
28849.22,88.85,1152.59,722.39,191.76,1084.17,28.6,No,395.75,20531.99,1372.54,22300.28
28815.58,90.78,1138.04,620.23,180.01,1170.99,34.6,No,391.26,20508.05,1178.44,22077.75
29165.99,101.51,1083.4,634.59,194.03,1066.23,32.2,No,431.54,20757.44,1205.72,22394.7
27880.13,89.2,1129.75,700.58,172.62,1051.53,29.1,No,380.95,19842.29,1331.1,21554.34
27781.24,96.32,1266.36,668.06,168.95,1166.67,19.7,No,397.02,19771.91,1269.31,21438.24
21093.05,66.52,799.4,424.44,125.47,811.13,34.9,Yes,281.41,15011.92,806.44,16099.77
27991.13,97.53,1174.5,707.34,170.04,1055.55,20.6,No,401.15,19921.29,1343.95,21666.39
27321.32,97.69,1298.16,692.51,171.08,1022.47,30.0,No,402.44,19444.58,1315.77,21162.79
27995.82,99.5,1200.63,605.99,178.96,1164.77,21.8,No,413.77000000000004,19924.63,1151.38,21489.78
27385.53,93.11,1212.2,611.86,183.82,1034.18,31.3,No,400.63,19490.28,1162.53,21053.44
28364.88,95.13,1146.59,586.47,165.78,1021.76,27.5,No,391.22,20187.29,1114.29,21692.8
27254.63,96.83,1242.44,681.74,182.83,1006.43,26.8,No,409.78999999999996,19397.12,1295.31,21102.22
19928.88,64.78,856.72,490.79,127.57,841.42,18.3,Yes,278.47,14183.38,932.5,15394.35
28201.64,87.62,1313.34,605.44,180.76,996.19,18.4,No,383.4,20071.11,1150.34,21604.85
29439.63,98.32,1082.18,655.7,194.31,1000.89,37.3,No,423.22,20952.18,1245.83,22621.23
29230.76,90.32,1092.63,603.36,192.02,1152.95,23.1,No,399.9,20803.53,1146.38,22349.81
29466.07,88.71,1247.72,660.3,167.16,1155.47,36.3,No,375.15,20971.0,1254.57,22600.72
27729.13,98.83,1107.97,697.6,190.74,1104.88,18.8,No,421.65,19734.82,1325.44,21481.91
28277.07,98.59,1166.27,705.19,185.16,1076.37,31.0,No,416.42,20124.79,1339.86,21881.07
19773.1,73.24,795.04,442.65,126.5,796.14,35.7,Yes,300.26,14072.52,841.03,15213.81
29033.92,87.55,1257.07,694.03,165.96,1171.61,36.2,No,371.04999999999995,20663.44,1318.66,22353.15
27830.32,90.36,1100.53,670.97,173.5,990.19,22.4,No,384.78,19806.84,1274.84,21466.46
28665.15,96.29,1249.78,617.23,191.6,1028.39,38.2,No,415.56,20400.99,1172.74,21989.29
27416.79,101.57,1183.23,601.54,182.03,1138.9,23.0,No,421.84,19512.53,1142.93,21077.3
28730.42,96.92,1318.69,613.09,167.24,1114.86,34.2,No,397.22,20447.44,1164.87,22009.53
29061.97,101.63,1107.37,629.51,170.03,1157.98,18.1,No,412.13,20683.4,1196.07,22291.6
19724.63,63.13,784.34,459.53,117.56,734.67,30.4,Yes,265.82,14038.02,873.11,15176.95
25821.53,89.16,1132.3,691.58,184.9,1064.6,18.8,No,390.94,18377.18,1314.0,20082.12
25652.56,94.07,1180.3,594.74,173.39,1147.66,30.1,No,394.64,18256.93,1130.01,19781.58
25008.0,101.16,1135.59,604.84,173.53,1071.38,25.7,No,413.75,17798.19,1149.2,19361.14
25881.83,98.31,1212.38,716.54,187.56,1179.86,28.1,No,417.64,18420.1,1361.43,20199.17
25283.83,98.5,1219.61,613.02,173.67,1160.65,26.8,No,406.74,17994.5,1164.74,19565.98
25236.55,90.15,1231.15,592.14,190.44,1131.26,32.8,No,398.14,17960.85,1125.07,19484.06
18767.15,69.27,802.64,452.81,116.84,806.57,26.6,Yes,281.68,13356.58,860.34,14498.6
25886.13,88.5,1083.12,681.7,176.05,1142.56,19.5,No,381.89,18423.16,1295.23,20100.28
25272.23,100.35,1287.97,615.17,194.32,1181.17,35.0,No,428.66999999999996,17986.25,1168.82,19583.74
24988.49,94.4,1233.46,637.61,183.79,1059.45,20.9,No,404.07000000000005,17784.31,1211.46,19399.84
25565.12,88.96,1213.28,615.14,184.07,1015.62,34.9,No,389.72,18194.7,1168.77,19753.19
26425.74,90.2,1199.76,645.23,179.88,1101.84,39.1,No,389.6,18807.2,1225.94,20422.74
26079.52,92.13,1201.96,631.58,186.34,1150.91,38.8,No,400.08,18560.79,1200.0,20160.87
19028.83,69.75,805.08,455.12,116.98,829.64,37.9,Yes,283.09000000000003,13542.82,864.73,14690.64
26346.4,99.62,1304.72,727.16,172.18,1016.23,25.6,No,408.51,18750.73,1381.6,20540.84
25575.71,95.82,1153.92,651.53,168.58,1140.99,23.4,No,395.37,18202.23,1237.91,19835.51
24967.52,88.23,1262.52,596.88,172.28,997.36,19.2,No,378.07000000000005,17769.38,1134.07,19281.52
25251.21,95.62,1318.96,718.99,179.03,1128.43,35.8,No,403.41999999999996,17971.29,1366.08,19740.79
24917.09,90.06,1177.08,650.98,174.3,1110.69,39.2,No,384.63,17733.49,1236.86,19354.98
25689.13,102.54,1140.93,613.72,179.05,1175.49,28.3,No,421.99,18282.95,1166.07,19871.01
18926.74,68.9,789.41,486.33,129.23,825.62,23.5,Yes,290.88,13470.16,924.03,14685.07
24779.16,88.5,1225.47,666.65,176.61,1061.17,33.8,No,382.35,17635.33,1266.63,19284.31
26045.77,89.35,1309.86,628.75,165.33,1156.02,18.8,No,375.36,18536.77,1194.62,20106.75
24576.59,99.28,1155.41,697.0,166.2,1027.97,32.6,No,402.69,17491.16,1324.3,19218.15
24978.44,98.49,1278.61,627.19,183.72,1158.98,18.1,No,414.97,17777.16,1191.66,19383.79
24855.73,100.85,1284.45,605.69,173.28,1161.92,37.1,No,412.71999999999997,17689.82,1150.81,19253.35
25678.73,102.15,1087.54,639.51,163.43,1167.33,23.1,No,408.1,18275.55,1215.07,19898.72
18690.62,64.0,915.72,443.84,139.79,773.18,31.4,Yes,286.43,13302.11,843.3,14431.84
25172.69,98.2,1317.64,615.59,166.13,1119.88,19.1,No,399.74,17915.4,1169.62,19484.76
25416.88,87.71,1310.63,638.46,170.77,1153.56,25.0,No,375.43,18089.19,1213.07,19677.69
25064.99,91.26,1153.44,695.28,188.73,1116.8,26.1,No,399.72,17838.75,1321.03,19559.5
24907.56,93.82,1094.37,701.31,166.57,1052.63,31.6,No,388.36,17726.71,1332.49,19447.56
25250.83,97.69,1199.53,704.24,184.21,1044.68,21.5,No,413.23,17971.02,1338.06,19722.31
24970.89,96.66,1195.66,699.1,175.38,1090.3,28.3,No,403.21000000000004,17771.78,1328.29,19503.28
18127.66,70.86,838.76,433.77,134.79,776.73,32.8,Yes,300.7,12901.46,824.16,14026.32
24510.63,91.85,1103.32,656.02,168.85,1105.51,39.0,No,384.95,17444.22,1246.44,19075.61
26086.55,95.46,1199.46,684.81,179.76,1099.55,34.6,No,403.59000000000003,18565.8,1301.14,20270.53
26289.58,96.71,1283.35,632.34,174.42,1058.0,21.2,No,402.55,18710.29,1201.45,20314.29
24950.19,96.78,1135.35,723.74,164.99,1018.25,23.5,No,394.99,17757.05,1375.11,19527.15
25626.02,97.94,1112.05,618.4,174.84,1102.9,37.9,No,406.20000000000005,18238.04,1174.96,19819.2
25866.28,90.93,1186.73,626.7,169.82,1063.78,20.2,No,383.28,18409.03,1190.73,19983.04
17875.64,68.24,923.71,437.97,128.48,717.88,19.4,Yes,288.49,12722.09,832.14,13842.72
25129.29,96.32,1182.09,672.52,187.17,1030.48,28.0,No,411.99,17884.52,1277.79,19574.3
25266.7,100.06,1318.05,593.92,168.42,999.62,35.3,No,406.6,17982.31,1128.45,19517.36
24870.67,96.19,1291.22,724.29,193.33,1004.8,39.9,No,416.71000000000004,17700.46,1376.15,19493.32
25238.3,94.59,1094.23,653.7,187.09,1068.63,22.8,No,407.28999999999996,17962.1,1242.03,19611.42
25480.48,101.56,1147.87,673.09,174.85,1057.89,32.4,No,415.90999999999997,18134.46,1278.87,19829.24
24575.82,87.75,1173.53,589.28,185.97,1115.37,31.1,No,388.03999999999996,17490.61,1119.63,18998.28
18302.18,72.21,835.34,454.41,117.28,734.49,20.1,Yes,289.92,13025.66,863.38,14178.96
25871.17,96.77,1199.55,592.07,185.94,1058.69,35.4,No,412.17999999999995,18412.51,1124.93,19949.62
25937.9,90.59,1180.36,612.02,182.78,1063.41,34.1,No,393.03,18460.0,1162.84,20015.87
24716.49,92.61,1286.08,710.85,176.13,1165.55,21.1,No,392.97,17590.73,1350.62,19334.32
25829.68,100.21,1110.04,629.06,163.05,1035.05,18.8,No,402.59000000000003,18382.98,1195.21,19980.78
25612.76,100.0,1140.93,614.4,162.33,1147.1,33.9,No,401.44,18228.6,1167.36,19797.4
25857.77,100.16,1106.06,605.61,178.0,1015.5,34.3,No,414.75,18402.97,1150.66,19968.38
18408.96,64.03,929.39,510.99,123.21,850.83,20.3,Yes,272.88,13101.66,970.88,14345.42
25610.75,90.85,1252.92,693.69,168.49,1054.86,22.7,No,381.98,18227.17,1318.01,19927.16
24988.21,101.07,1227.94,645.28,165.32,1097.57,23.2,No,406.76,17784.11,1226.03,19416.9
25749.89,93.87,1253.2,692.88,170.25,991.69,23.7,No,391.52,18326.2,1316.47,20034.19
26138.74,91.74,1249.68,647.31,167.3,1172.47,35.7,No,383.38,18602.94,1229.89,20216.21
24743.97,94.41,1156.63,612.09,179.99,1082.43,20.4,No,400.97,17610.28,1162.97,19174.22
26222.93,102.18,1224.37,635.0,187.92,1099.81,18.1,No,428.30999999999995,18662.86,1206.5,20297.67
19631.53,66.84,927.21,518.99,136.5,725.66,27.8,Yes,291.33,13971.76,986.08,15249.17
28164.59,99.15,1283.5,700.45,176.18,1095.04,24.4,No,410.54,20044.74,1330.86,21786.14
29188.33,101.5,1123.53,645.79,185.62,1009.12,23.5,No,424.6,20773.33,1227.0,22424.93
29291.47,98.39,1130.55,598.84,167.55,1081.13,22.1,No,401.41999999999996,20846.74,1137.8,22385.96
27813.79,98.12,1140.14,620.24,179.66,1025.65,28.5,No,410.64,19795.07,1178.46,21384.17
29375.01,94.88,1286.41,718.12,175.1,1027.1,38.4,No,398.21000000000004,20906.19,1364.43,22668.83
29361.47,97.91,1232.03,688.66,177.58,1183.32,39.7,No,408.37,20896.56,1308.45,22613.38
20934.55,65.53,945.8,423.12,129.63,794.88,39.7,Yes,282.18,14899.12,803.93,15985.23
29077.56,89.3,1214.14,665.92,192.12,1072.23,35.1,No,397.24,20694.5,1265.25,22356.99
27481.58,90.55,1176.97,725.51,174.32,1080.8,31.7,No,385.96,19558.64,1378.47,21323.07
28253.26,90.3,1125.76,644.08,165.15,1067.95,22.7,No,377.75,20107.85,1223.75,21709.35
27421.37,89.13,1274.83,696.23,176.11,1104.85,34.9,No,383.63,19515.79,1322.84,21222.26
27630.02,90.7,1298.49,706.13,183.67,1135.77,35.3,No,394.06,19664.29,1341.65,21400.0
27351.41,101.71,1091.24,687.34,193.5,1166.65,37.6,No,431.64,19466.0,1305.95,21203.59
20646.71,67.58,802.45,452.84,129.34,752.55,29.2,Yes,287.43,14694.26,860.4,15842.09
28292.13,96.02,1208.67,717.71,177.39,1050.21,34.2,No,403.14,20135.51,1363.65,21902.3
28502.88,99.08,1238.95,587.39,164.24,1141.89,38.3,No,400.53999999999996,20285.5,1116.04,21802.08
29456.9,102.28,1097.02,686.35,177.13,1154.4,18.8,No,419.71000000000004,20964.48,1304.07,22688.26
27919.35,102.45,1166.52,723.25,168.12,1006.28,24.9,No,412.76,19870.2,1374.17,21657.13
27603.91,98.26,1226.41,598.34,188.86,1137.35,24.2,No,418.58,19645.7,1136.85,21201.13
28036.58,98.14,1134.45,691.53,173.63,1081.21,28.5,No,405.74,19953.63,1313.91,21673.28
19738.02,70.85,907.28,436.71,138.13,848.49,18.7,Yes,303.42,14047.55,829.75,15180.72
27545.62,98.79,1204.48,722.37,166.87,1127.03,25.5,No,401.92999999999995,19604.22,1372.5,21378.65
28251.3,99.45,1101.4,686.39,185.86,1065.23,24.9,No,419.30999999999995,20106.45,1304.14,21829.9
29456.98,97.69,1083.26,726.59,164.39,1181.58,28.0,No,396.94,20964.53,1380.52,22741.99
29455.83,91.91,1115.23,604.8,185.26,996.64,36.9,No,398.6,20963.71,1149.12,22511.43
28549.92,100.27,1299.85,598.16,163.19,1080.51,31.7,No,402.86,20318.98,1136.5,21858.34
28484.34,100.28,1222.18,592.59,172.97,1155.32,32.9,No,410.93,20272.3,1125.92,21809.15
